10001	1	2	16	15	32
10002	1	19	15	35	32
10003	1	36	15	53	32
10004	1	54	15	71	32
10005	1	72	15	89	32
10006	1	90	15	107	32
10007	1	109	15	124	32
10008	1	126	15	143	32
10009	1	144	15	159	32
10010	1	162	15	178	32
10011	1	180	15	197	32
10012	1	199	15	215	32
10013	1	216	15	233	31
10014	1	234	15	251	32
10015	1	254	15	269	31
10016	1	272	15	287	32
10017	1	289	16	304	32
10018	1	306	15	323	32
12001	1	0	92	15	120
12002	1	18	92	35	120
12003	1	36	92	53	119
12004	1	54	101	69	120
12005	1	72	92	89	119
12006	1	90	92	110	120
12007	1	116	92	136	120
12008	1	142	92	162	119
12009	1	168	92	188	119
12010	1	194	91	211	120
12011	1	212	92	229	120
12012	1	230	92	247	120
12013	1	248	92	263	120
12014	1	266	92	282	120
12015	1	284	92	301	119
12016	1	305	92	327	120
12017	1	328	92	345	119
12019	1	346	92	366	120
12020	1	372	92	392	119
12021	1	398	92	418	120
12022	1	425	92	444	120
12023	1	450	91	467	117
12024	1	2	127	23	149
12025	1	28	128	49	148
12026	1	53	127	76	148
12027	1	81	127	101	148
12028	1	106	126	127	148
12029	1	132	127	153	147
12030	1	157	127	180	148
12031	1	183	127	204	148
12032	1	208	131	223	154
12033	1	424	121	449	146
12034	1	450	127	467	154
15001	1	0	349	22	378
15002	1	26	349	49	378
15003	1	52	349	76	377
15004	1	78	359	101	378
15005	1	104	349	128	377
15006	1	130	349	154	377
15007	1	156	349	179	378
15008	1	182	349	207	378
15009	1	208	349	233	378
15010	1	234	349	259	377
15011	1	260	349	285	378
15012	1	286	349	311	377
15013	1	312	349	337	377
15014	1	338	347	355	378
15015	1	356	349	373	378
15016	1	374	349	398	378
15017	1	400	349	417	378
15018	1	0	383	22	412
15019	1	26	383	49	412
15020	1	52	383	76	411
15021	1	80	383	103	412
15022	1	104	383	121	411
15023	1	122	383	147	412
15024	1	148	383	173	411
15025	1	174	383	199	412
15026	1	201	383	225	412
15027	1	226	383	243	412
15028	1	246	384	267	407
15029	1	272	384	293	406
15030	1	297	385	320	406
15031	1	323	385	345	406
15032	1	350	384	371	407
15033	1	376	385	397	407
15034	1	401	385	424	406
15035	1	428	385	460	409
11201	1	1	880	16	897
14001	1	0	264	15	292
14002	1	18	264	35	292
14003	1	36	264	53	292
14004	1	54	273	69	292
14005	1	72	264	89	292
14006	1	90	264	110	292
14007	1	116	264	136	292
14008	1	142	264	162	292
14009	1	168	264	188	292
14010	1	194	263	211	292
14011	1	212	264	229	292
14012	1	230	264	247	292
14013	1	248	264	263	292
14014	1	266	264	282	292
14015	1	284	264	301	292
14016	1	305	264	327	292
14017	1	328	264	345	292
14018	1	346	264	366	292
14019	1	372	264	392	292
14020	1	398	264	418	292
14021	1	425	264	444	292
14022	1	450	264	467	289
14023	1	2	299	23	321
14024	1	28	299	49	321
14025	1	53	299	76	321
14026	1	81	299	101	321
14027	1	107	298	127	320
14028	1	132	299	153	319
14029	1	157	299	180	320
14030	1	184	299	204	320
14031	1	208	298	223	326
14032	1	226	298	241	326
16001	35	244	304	253	314
16002	35	254	304	263	314
16003	35	264	304	273	314
16004	35	274	304	283	314
17001	36	414	18	431	35
17002	36	434	20	447	33
17003	36	452	20	465	33
17004	36	470	20	483	33





